soort_grond;categorie;id_gemeente;gemeente;id_arrondissement;arrondissement;id_provincie;provincie;aantal_percelen;belastbare_oppervlakte_ha;niet_belastbare_oppervlakte;totale_opp_ha;belastbaar_kadastraal_inkomen;niet_belastbaar_kadastraal_inkomen;totaal_belastbaar_inkomen;
Ambachts- en industriegebouwen;Bebouwde percelen;23064;Pepingen;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;13;1.1283;0.0019;1.1302;20935;3875;24810;
Opslagruimten;Bebouwde percelen;23064;Pepingen;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;29;6.4298;0.395;6.8248;53730;6697;60427;
Kantoorgebouwen;Bebouwde percelen;23064;Pepingen;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;2;0.2048;0;0.2048;4214;0;4214;
Gebouwen met handelsbestemming;Bebouwde percelen;23064;Pepingen;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;39;4.3903;0.0226;4.4129;68433;1014;69447;
Openbare gebouwen;Bebouwde percelen;23064;Pepingen;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;5;0;0.5615;0.5615;0;13546;13546;
Gebouwen voor nutsvoorzieningen;Bebouwde percelen;23064;Pepingen;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;38;0.1637;0.3682;0.5319;772;3184;3956;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;23064;Pepingen;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;5;7.7575;0.0032;7.7607;576;89772;90348;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;23064;Pepingen;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;6;1.5153;0.0421;1.5574;3487;13195;16682;
Gebouwen voor eredienst;Bebouwde percelen;23064;Pepingen;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;21;0.3281;0.4994;0.8275;2314;11629;13943;
Gebouwen voor recreatie en sport;Bebouwde percelen;23064;Pepingen;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;20;3.6779;2.4688;6.1467;23839;2339;26178;
Andere (bebouwde percelen);Bebouwde percelen;23064;Pepingen;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;7;4.9384;0;4.9384;16767;0;16767;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;23064;Pepingen;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;0;0;0;0;0;0;0;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;23064;Pepingen;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;0;0;0;136.1118;0;0;0;
Akkerland;Onbebouwde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;3657;1436.1233;2.9974;1439.1207;82489;89;82578;
Grasland;Onbebouwde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;1665;730.2853;15.6724;745.9577;37582;702;38284;
Tuinen en parken;Onbebouwde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;754;58.9703;25.4804;84.4507;4583;2488;7071;
Boomgaarden;Onbebouwde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;956;306.8351;0.4575;307.2926;18548;112;18660;
Bossen;Onbebouwde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;206;112.9574;5.012;117.9694;2833;158;2991;
Woeste gronden;Onbebouwde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;125;10.0305;9.8343;19.8648;5;7;12;
Recreatieterreinen;Onbebouwde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;20;3.0777;5.4125;8.4902;173;351;524;
Gekadastreerde wateren;Onbebouwde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;33;10.2108;2.6761;12.8869;222;59;281;
Gekadastreerde wegenis;Onbebouwde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;43;1.6339;4.2855;5.9194;26;91;117;
Andere (onbebouwde percelen);Onbebouwde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;906;90.6707;7.2634;97.9341;317794;25899;343693;
Appartementen;Bebouwde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;3834;28.1347;0.0101;28.1448;2087591;1435;2089026;
Buildings;Bebouwde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;293;13.9742;0.002;13.9762;1395167;0;1395167;
Huizen en hoeven;Bebouwde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;9922;539.8292;0.6642;540.4934;11893196;10361;11903557;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;626;51.165;0.1422;51.3072;159678;899;160577;
Ambachts- en industriegebouwen;Bebouwde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;183;121.8802;0.9293;122.8095;6651796;307514;6959310;
Opslagruimten;Bebouwde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;130;34.027;0.7;34.727;904591;33221;937812;
Kantoorgebouwen;Bebouwde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;18;3.2575;0;3.2575;172750;0;172750;
Gebouwen met handelsbestemming;Bebouwde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;344;47.3526;0.0655;47.4181;1747842;38079;1785921;
Openbare gebouwen;Bebouwde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;20;1.0565;6.4141;7.4706;63751;169623;233374;
Gebouwen voor nutsvoorzieningen;Bebouwde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;158;5.1474;1.0424;6.1898;319573;53799;373372;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;15;14.1434;0.9658;15.1092;33026;305837;338863;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;22;6.2505;3.8339;10.0844;0;119323;119323;
Gebouwen voor eredienst;Bebouwde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;19;0.5684;1.967;2.5354;0;42197;42197;
Gebouwen voor recreatie en sport;Bebouwde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;35;9.0321;3.6785;12.7106;19947;60761;80708;
Andere (bebouwde percelen);Bebouwde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;6;0.4919;0;0.4919;11244;0;11244;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;1;0.1327;0;0.1327;954;0;954;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;23077;Sint-Pieters-Leeuw;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;0;0;0;301.2115;0;0;0;
Akkerland;Onbebouwde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;1618;697.6614;13.6434;711.3048;42714;988;43702;
Grasland;Onbebouwde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;222;159.1639;2.5354;161.6993;7435;96;7531;
Tuinen en parken;Onbebouwde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;387;38.0965;1.5575;39.654;3339;204;3543;
Boomgaarden;Onbebouwde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;21;13.7684;0;13.7684;809;0;809;
Bossen;Onbebouwde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;297;236.6388;7.849;244.4878;5856;168;6024;
Woeste gronden;Onbebouwde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;114;10.5615;1.3171;11.8786;10;0;10;
Recreatieterreinen;Onbebouwde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;19;8.6257;1.3578;9.9835;599;99;698;
Gekadastreerde wateren;Onbebouwde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;21;8.3006;3.0331;11.3337;253;111;364;
Gekadastreerde wegenis;Onbebouwde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;73;21.5645;1.0577;22.6222;755;35;790;
Andere (onbebouwde percelen);Onbebouwde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;537;506.962;68.0823;575.0443;298583;80967;379550;
Appartementen;Bebouwde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;681;6.2857;0.0002;6.2859;233903;76164;310067;
Buildings;Bebouwde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;49;3.1578;0;3.1578;134468;0;134468;
Huizen en hoeven;Bebouwde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;4317;320.3563;0.1153;320.4716;5840508;1913;5842421;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;155;5.2298;0.297;5.5268;25872;2238;28110;
Ambachts- en industriegebouwen;Bebouwde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;55;20.2017;0.4299;20.6316;1101187;129955;1231142;
Opslagruimten;Bebouwde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;50;11.0344;0;11.0344;496259;396;496655;
Kantoorgebouwen;Bebouwde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;9;0.6103;0;0.6103;23637;0;23637;
Gebouwen met handelsbestemming;Bebouwde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;115;14.7454;0;14.7454;365319;3648;368967;
Openbare gebouwen;Bebouwde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;25;0.0765;18.2521;18.3286;3520;738873;742393;
Gebouwen voor nutsvoorzieningen;Bebouwde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;80;4.5178;1.2415;5.7593;2365588;203836;2569424;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;8;5.4257;3.3838;8.8095;17151;224601;241752;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;8;1.4256;0.8999;2.3255;342;54624;54966;
Gebouwen voor eredienst;Bebouwde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;22;0.1253;1.0601;1.1854;54;15355;15409;
Gebouwen voor recreatie en sport;Bebouwde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;25;5.6761;0.2993;5.9754;13433;16220;29653;
Andere (bebouwde percelen);Bebouwde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;10;4.1034;0.0361;4.1395;25930;15391;41321;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;1;0;0.1401;0.1401;0;366;366;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;23081;Steenokkerzeel;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;0;0;0;114.9863;0;0;0;
Akkerland;Onbebouwde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;2522;893.2037;16.4895;909.6932;45855;620;46475;
Grasland;Onbebouwde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;930;325.0382;36.4948;361.533;14548;1538;16086;
Tuinen en parken;Onbebouwde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;490;38.3598;0.8528;39.2126;2492;257;2749;
Boomgaarden;Onbebouwde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;141;35.4888;0;35.4888;2198;0;2198;
Bossen;Onbebouwde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;443;116.645;9.5833;126.2283;3648;389;4037;
Woeste gronden;Onbebouwde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;80;5.6084;1.9547;7.5631;5;0;5;
Recreatieterreinen;Onbebouwde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;9;1.9447;0.9388;2.8835;121;56;177;
Gekadastreerde wateren;Onbebouwde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;6;2.3845;0.2498;2.6343;15;23;38;
Gekadastreerde wegenis;Onbebouwde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;69;2.2537;0.6369;2.8906;14;16;30;
Andere (onbebouwde percelen);Onbebouwde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;659;64.7168;3.403;68.1198;51048;4962;56010;
Appartementen;Bebouwde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;647;5.6535;0;5.6535;322026;0;322026;
Buildings;Bebouwde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;68;3.6593;0.0023;3.6616;218221;0;218221;
Huizen en hoeven;Bebouwde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;5728;477.6396;0.4121;478.0517;5822127;8113;5830240;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;293;58.9544;0.2161;59.1705;37854;116;37970;
Ambachts- en industriegebouwen;Bebouwde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;73;51.1854;0;51.1854;1475651;67728;1543379;
Opslagruimten;Bebouwde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;59;21.0045;4.6164;25.6209;510968;16964;527932;
Kantoorgebouwen;Bebouwde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;9;3.3535;0;3.3535;170646;0;170646;
Gebouwen met handelsbestemming;Bebouwde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;183;36.0309;0.0248;36.0557;859464;1185;860649;
Openbare gebouwen;Bebouwde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;4;0.8058;0.3588;1.1646;6787;23866;30653;
Gebouwen voor nutsvoorzieningen;Bebouwde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;67;0.6879;0.3101;0.998;18212;13702;31914;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;7;1.5175;0.0185;1.536;1165;105884;107049;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;13;3.8438;2.6158;6.4596;0;80869;80869;
Gebouwen voor eredienst;Bebouwde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;15;0.8328;0.6067;1.4395;4859;19607;24466;
Gebouwen voor recreatie en sport;Bebouwde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;37;10.4489;4.5759;15.0248;12889;80383;93272;
Andere (bebouwde percelen);Bebouwde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;5;0.1759;0;0.1759;4284;0;4284;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;0;0;0;0;0;0;0;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;23086;Ternat;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;0;0;0;201.9789;0;0;0;
Akkerland;Onbebouwde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;1086;384.7932;43.1601;427.9533;19892;2153;22045;
Grasland;Onbebouwde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;307;136.8584;47.754;184.6124;6405;2375;8780;
Tuinen en parken;Onbebouwde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;559;48.8839;51.5245;100.4084;3763;4388;8151;
Boomgaarden;Onbebouwde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;23;5.3316;0.0004;5.332;284;12;296;
Bossen;Onbebouwde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;89;60.5077;30.3499;90.8576;2239;1165;3404;
Woeste gronden;Onbebouwde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;108;8.8795;10.3988;19.2783;5;13;18;
Recreatieterreinen;Onbebouwde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;11;3.3199;2.4767;5.7966;193;148;341;
Gekadastreerde wateren;Onbebouwde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;19;1.8224;10.4471;12.2695;24;202;226;
Gekadastreerde wegenis;Onbebouwde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;115;10.6918;2.1372;12.829;181;35;216;
Andere (onbebouwde percelen);Onbebouwde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;713;102.4995;21.5724;124.0719;197504;23864;221368;
Appartementen;Bebouwde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;8179;40.3393;0.4614;40.8007;4019081;112339;4131420;
Buildings;Bebouwde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;297;10.3027;0;10.3027;1164062;2214;1166276;
Huizen en hoeven;Bebouwde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;11531;341.9401;0.4524;342.3925;11730931;24053;11754984;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;621;14.2583;0.2887;14.547;169869;5003;174872;
Ambachts- en industriegebouwen;Bebouwde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;189;104.94;1.5364;106.4764;5004282;1248918;6253200;
Opslagruimten;Bebouwde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;133;62.7475;1.0957;63.8432;2265075;109885;2374960;
Kantoorgebouwen;Bebouwde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;55;28.5928;0;28.5928;3951151;6354;3957505;
Gebouwen met handelsbestemming;Bebouwde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;536;25.7778;0.1939;25.9717;1671504;27846;1699350;
Openbare gebouwen;Bebouwde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;23;0.5323;105.4192;105.9515;38847;846553;885400;
Gebouwen voor nutsvoorzieningen;Bebouwde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;99;10.8581;1.9861;12.8442;971682;253301;1224983;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;13;4.4043;1.5612;5.9655;26285;386363;412648;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;33;8.4455;36.7562;45.2017;340424;458719;799143;
Gebouwen voor eredienst;Bebouwde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;21;1.1389;0.8809;2.0198;0;57568;57568;
Gebouwen voor recreatie en sport;Bebouwde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;52;6.2497;8.9941;15.2438;159369;56336;215705;
Andere (bebouwde percelen);Bebouwde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;13;0.7192;0.7952;1.5144;8875;1;8876;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;0;0;0;0;0;0;0;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;23088;Vilvoorde;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;0;0;0;342.1307;0;0;0;
Akkerland;Onbebouwde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;2177;883.8804;16.1859;900.0663;53996;970;54966;
Grasland;Onbebouwde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;111;29.869;1.0585;30.9275;1621;49;1670;
Tuinen en parken;Onbebouwde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;922;70.3935;24.0999;94.4934;6504;2526;9030;
Boomgaarden;Onbebouwde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;20;4.2836;0.1708;4.4544;166;111;277;
Bossen;Onbebouwde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;61;24.1604;3.8636;28.024;577;88;665;
Woeste gronden;Onbebouwde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;114;14.4867;2.3482;16.8349;9;3;12;
Recreatieterreinen;Onbebouwde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;27;34.3009;10.7606;45.0615;2347;750;3097;
Gekadastreerde wateren;Onbebouwde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;17;2.9193;4.4658;7.3851;77;144;221;
Gekadastreerde wegenis;Onbebouwde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;79;8.3925;3.2529;11.6454;279;110;389;
Andere (onbebouwde percelen);Onbebouwde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;982;336.3943;52.8072;389.2015;422190;21932;444122;
Appartementen;Bebouwde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;7378;57.5734;0.1172;57.6906;9044424;23369;9067793;
Buildings;Bebouwde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;289;10.6808;0;10.6808;987593;21527;1009120;
Huizen en hoeven;Bebouwde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;9367;420.6632;0.3808;421.044;13880061;16232;13896293;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;355;12.4579;2.5468;15.0047;123739;16201;139940;
Ambachts- en industriegebouwen;Bebouwde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;245;69.895;0.0619;69.9569;4170981;44348;4215329;
Opslagruimten;Bebouwde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;129;53.5088;1.3728;54.8816;2310362;19377;2329739;
Kantoorgebouwen;Bebouwde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;199;97.2764;0;97.2764;8892774;14981;8907755;
Gebouwen met handelsbestemming;Bebouwde percelen;23094;Zaventem;23000;Arrondissement Halle-Vilvoorde;20001;Provincie Vlaams-Brabant;345;44.0529;0.7935;44.8464;3132620;40549;3173169;
