soort_grond;categorie;id_gemeente;gemeente;id_arrondissement;arrondissement;id_provincie;provincie;aantal_percelen;belastbare_oppervlakte_ha;niet_belastbare_oppervlakte;totale_opp_ha;belastbaar_kadastraal_inkomen;niet_belastbaar_kadastraal_inkomen;totaal_belastbaar_inkomen;
Gebouwen voor recreatie en sport;Bebouwde percelen;11008;Brasschaat;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;177;49.1435;8.0837;57.2272;242993;91297;334290;
Andere (bebouwde percelen);Bebouwde percelen;11008;Brasschaat;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;15;1.5121;0.2475;1.7596;25652;9;25661;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;11008;Brasschaat;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;0;0;0;0;0;0;0;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;11008;Brasschaat;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;0;0;0;314.0478;0;0;0;
Akkerland;Onbebouwde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;930;657.9053;7.7072;665.6125;22997;206;23203;
Grasland;Onbebouwde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;2862;3707.2229;44.0469;3751.2698;139320;1503;140823;
Tuinen en parken;Onbebouwde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;402;38.5923;4.6501;43.2424;1916;352;2268;
Boomgaarden;Onbebouwde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;9;10.9718;0;10.9718;542;0;542;
Bossen;Onbebouwde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;487;569.7809;13.1133;582.8942;3667;54;3721;
Woeste gronden;Onbebouwde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;506;548.0553;49.5249;597.5802;919;85;1004;
Recreatieterreinen;Onbebouwde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;13;8.1003;1.1962;9.2965;431;49;480;
Gekadastreerde wateren;Onbebouwde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;19;7.5682;6.3691;13.9373;101;10;111;
Gekadastreerde wegenis;Onbebouwde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;237;32.2588;4.6676;36.9264;403;49;452;
Andere (onbebouwde percelen);Onbebouwde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;2548;158.3965;1100.5924;1258.9889;27240;6186;33426;
Appartementen;Bebouwde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;2646;24.9642;0;24.9642;1096238;64387;1160625;
Buildings;Bebouwde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;103;8.3153;0;8.3153;363274;52889;416163;
Huizen en hoeven;Bebouwde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;9532;1052.1909;0;1052.1909;9808210;6048;9814258;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;489;177.6174;0.0294;177.6468;246692;1137;247829;
Ambachts- en industriegebouwen;Bebouwde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;133;69.7295;0;69.7295;1174113;183234;1357347;
Opslagruimten;Bebouwde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;112;41.9743;1.4923;43.4666;619614;22538;642152;
Kantoorgebouwen;Bebouwde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;12;1.8101;0;1.8101;96524;0;96524;
Gebouwen met handelsbestemming;Bebouwde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;229;21.3348;0;21.3348;530399;3659;534058;
Openbare gebouwen;Bebouwde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;12;0.5828;2.8203;3.4031;21009;72150;93159;
Gebouwen voor nutsvoorzieningen;Bebouwde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;146;5.026;38.1264;43.1524;74983;377742;452725;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;8;34.3921;2.1219;36.514;3187;141738;144925;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;17;2.7702;4.9957;7.7659;2025;88281;90306;
Gebouwen voor eredienst;Bebouwde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;21;4.2477;0.7719;5.0196;0;90696;90696;
Gebouwen voor recreatie en sport;Bebouwde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;479;96.9994;3.0758;100.0752;253959;49633;303592;
Andere (bebouwde percelen);Bebouwde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;16;2.663;0.034;2.697;3327;2;3329;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;0;0;0;0;0;0;0;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;11009;Brecht;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;0;0;0;515.0415;0;0;0;
Akkerland;Onbebouwde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;134;81.8108;0;81.8108;3709;0;3709;
Grasland;Onbebouwde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;137;99.2387;7.2668;106.5055;3961;321;4282;
Tuinen en parken;Onbebouwde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;188;21.1886;4.772;25.9606;1432;480;1912;
Boomgaarden;Onbebouwde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;11;3.165;0;3.165;182;0;182;
Bossen;Onbebouwde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;27;26.1717;0;26.1717;268;0;268;
Woeste gronden;Onbebouwde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;20;2.0568;0.2871;2.3439;1;0;1;
Recreatieterreinen;Onbebouwde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;19;14.5382;8.1756;22.7138;780;438;1218;
Gekadastreerde wateren;Onbebouwde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;11;4.7039;1.1611;5.865;118;22;140;
Gekadastreerde wegenis;Onbebouwde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;61;6.658;2.0307;8.6887;160;53;213;
Andere (onbebouwde percelen);Onbebouwde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;435;25.6653;12.2663;37.9316;9686;9655;19341;
Appartementen;Bebouwde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;5733;37.9536;0;37.9536;3052432;2837;3055269;
Buildings;Bebouwde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;184;7.927;0;7.927;612765;0;612765;
Huizen en hoeven;Bebouwde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;5861;245.6385;0.0554;245.6939;7428435;3872;7432307;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;335;9.7594;0.0307;9.7901;68524;172;68696;
Ambachts- en industriegebouwen;Bebouwde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;33;12.2422;0;12.2422;786981;467426;1254407;
Opslagruimten;Bebouwde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;26;2.606;2.2924;4.8984;107802;39749;147551;
Kantoorgebouwen;Bebouwde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;12;5.4233;0;5.4233;502751;82260;585011;
Gebouwen met handelsbestemming;Bebouwde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;154;12.1831;0;12.1831;659411;3047;662458;
Openbare gebouwen;Bebouwde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;7;0.1646;1.2649;1.4295;1455;82047;83502;
Gebouwen voor nutsvoorzieningen;Bebouwde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;48;0.0121;2.8158;2.8279;761;195528;196289;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;10;4.1996;7.5228;11.7224;2059;630448;632507;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;22;13.1531;5.9763;19.1294;57255;216352;273607;
Gebouwen voor eredienst;Bebouwde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;10;0.216;0.9557;1.1717;1155;25833;26988;
Gebouwen voor recreatie en sport;Bebouwde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;39;23.1746;0.4114;23.586;213325;32003;245328;
Andere (bebouwde percelen);Bebouwde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;7;0.2487;35.129;35.3777;8304;37759;46063;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;0;0;0;0;0;0;0;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;11013;Edegem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;0;0;0;112.7092;0;0;0;
Akkerland;Onbebouwde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;1222;637.6059;3.4333;641.0392;24360;152;24512;
Grasland;Onbebouwde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;2090;2127.3346;24.0536;2151.3882;87741;785;88526;
Tuinen en parken;Onbebouwde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;545;53.4317;1.8773;55.309;3511;264;3775;
Boomgaarden;Onbebouwde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;10;5.1333;0;5.1333;265;0;265;
Bossen;Onbebouwde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;653;486.9529;15.3542;502.3071;2977;92;3069;
Woeste gronden;Onbebouwde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;66;26.2653;13.3108;39.5761;35;20;55;
Recreatieterreinen;Onbebouwde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;9;5.576;0.8308;6.4068;189;161;350;
Gekadastreerde wateren;Onbebouwde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;9;2.7795;0;2.7795;31;0;31;
Gekadastreerde wegenis;Onbebouwde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;317;32.6975;4.6004;37.2979;375;43;418;
Andere (onbebouwde percelen);Onbebouwde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;741;83.0599;7.6613;90.7212;10834;7707;18541;
Appartementen;Bebouwde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;1911;12.8541;0;12.8541;653306;24;653330;
Buildings;Bebouwde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;80;3.9915;0;3.9915;198464;18109;216573;
Huizen en hoeven;Bebouwde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;6120;650.0723;0.0655;650.1378;7177611;8525;7186136;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;327;96.128;0.0009;96.1289;148492;86;148578;
Ambachts- en industriegebouwen;Bebouwde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;90;33.5718;0.4605;34.0323;975326;243035;1218361;
Opslagruimten;Bebouwde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;80;26.2585;0.54;26.7985;319638;19268;338906;
Kantoorgebouwen;Bebouwde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;11;1.9276;0;1.9276;48423;2126;50549;
Gebouwen met handelsbestemming;Bebouwde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;157;16.5618;0;16.5618;440897;5771;446668;
Openbare gebouwen;Bebouwde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;5;0.0979;0.7374;0.8353;5067;42730;47797;
Gebouwen voor nutsvoorzieningen;Bebouwde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;77;0.3387;3.9016;4.2403;15472;130277;145749;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;7;5.2329;0;5.2329;4107;105154;109261;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;24;6.9798;4.8157;11.7955;7355;141846;149201;
Gebouwen voor eredienst;Bebouwde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;21;0.9823;1.7243;2.7066;3306;52470;55776;
Gebouwen voor recreatie en sport;Bebouwde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;516;104.4207;3.4017;107.8224;291627;29184;320811;
Andere (bebouwde percelen);Bebouwde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;5;1.5085;0;1.5085;4025;0;4025;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;0;0;0;0;0;0;0;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;11016;Essen;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;0;0;0;239.7188;0;0;0;
Akkerland;Onbebouwde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;120;32.6406;3.358;35.9986;1164;87;1251;
Grasland;Onbebouwde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;76;21.8041;10.1267;31.9308;707;300;1007;
Tuinen en parken;Onbebouwde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;141;18.0246;1.2373;19.2619;974;78;1052;
Boomgaarden;Onbebouwde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;0;0;0;0;0;0;0;
Bossen;Onbebouwde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;17;8.7393;0;8.7393;48;0;48;
Woeste gronden;Onbebouwde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;36;7.4862;34.1107;41.5969;9;64;73;
Recreatieterreinen;Onbebouwde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;5;0.6286;2.0698;2.6984;0;388;388;
Gekadastreerde wateren;Onbebouwde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;5;3.8575;0;3.8575;63;0;63;
Gekadastreerde wegenis;Onbebouwde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;35;5.5099;0;5.5099;759;0;759;
Andere (onbebouwde percelen);Onbebouwde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;200;24.5276;7.6409;32.1685;46959;295;47254;
Appartementen;Bebouwde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;2374;13.0623;0.988;14.0503;763033;20554;783587;
Buildings;Bebouwde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;58;2.203;0;2.203;156176;0;156176;
Huizen en hoeven;Bebouwde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;3321;100.8862;0.3074;101.1936;2115138;2228;2117366;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;287;5.2307;0.0388;5.2695;50813;646;51459;
Ambachts- en industriegebouwen;Bebouwde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;49;99.7916;0;99.7916;2220129;146248;2366377;
Opslagruimten;Bebouwde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;36;8.0134;1.3188;9.3322;124389;34031;158420;
Kantoorgebouwen;Bebouwde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;9;0.8709;0;0.8709;35530;0;35530;
Gebouwen met handelsbestemming;Bebouwde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;132;5.5057;0;5.5057;214352;0;214352;
Openbare gebouwen;Bebouwde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;5;0.0861;0.2466;0.3327;4137;46449;50586;
Gebouwen voor nutsvoorzieningen;Bebouwde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;30;2.154;0.4009;2.5549;55409;29661;85070;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;3;1.3714;0.0066;1.378;0;42466;42466;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;10;1.6913;2.0449;3.7362;13070;52464;65534;
Gebouwen voor eredienst;Bebouwde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;6;0.0935;0.4872;0.5807;1897;8729;10626;
Gebouwen voor recreatie en sport;Bebouwde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;16;3.9807;2.1819;6.1626;13783;31945;45728;
Andere (bebouwde percelen);Bebouwde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;7;0.4057;0;0.4057;4152;0;4152;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;1;0.3656;0;0.3656;959;0;959;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;11018;Hemiksem;11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;0;0;0;108.3241;0;0;0;
Akkerland;Onbebouwde percelen;11021;Hove (Antwerpen);11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;210;120.035;1.3146;121.3496;5701;74;5775;
Grasland;Onbebouwde percelen;11021;Hove (Antwerpen);11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;127;89.1867;5.349;94.5357;3652;182;3834;
Tuinen en parken;Onbebouwde percelen;11021;Hove (Antwerpen);11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;303;36.723;1.6533;38.3763;2831;170;3001;
Boomgaarden;Onbebouwde percelen;11021;Hove (Antwerpen);11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;8;2.212;0;2.212;115;0;115;
Bossen;Onbebouwde percelen;11021;Hove (Antwerpen);11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;31;32.8376;0.1417;32.9793;307;0;307;
Woeste gronden;Onbebouwde percelen;11021;Hove (Antwerpen);11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;11;0.3756;1.935;2.3106;0;3;3;
Recreatieterreinen;Onbebouwde percelen;11021;Hove (Antwerpen);11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;10;4.4678;2.064;6.5318;181;185;366;
Gekadastreerde wateren;Onbebouwde percelen;11021;Hove (Antwerpen);11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;9;0.6295;0.987;1.6165;16;31;47;
Gekadastreerde wegenis;Onbebouwde percelen;11021;Hove (Antwerpen);11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;61;7.8328;1.2401;9.0729;227;35;262;
Andere (onbebouwde percelen);Onbebouwde percelen;11021;Hove (Antwerpen);11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;186;10.9313;3.2529;14.1842;3580;607;4187;
Appartementen;Bebouwde percelen;11021;Hove (Antwerpen);11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;1083;10.4537;0;10.4537;465444;1612;467056;
Buildings;Bebouwde percelen;11021;Hove (Antwerpen);11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;39;1.751;0;1.751;124769;0;124769;
Huizen en hoeven;Bebouwde percelen;11021;Hove (Antwerpen);11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;2778;169.7441;0.0603;169.8044;4361692;3829;4365521;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;11021;Hove (Antwerpen);11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;100;10.4919;0.0118;10.5037;19325;582;19907;
Ambachts- en industriegebouwen;Bebouwde percelen;11021;Hove (Antwerpen);11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;15;1.6378;0;1.6378;48480;297;48777;
Opslagruimten;Bebouwde percelen;11021;Hove (Antwerpen);11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;14;0.7554;0.401;1.1564;26097;3981;30078;
Kantoorgebouwen;Bebouwde percelen;11021;Hove (Antwerpen);11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;4;0.5426;0;0.5426;24208;0;24208;
Gebouwen met handelsbestemming;Bebouwde percelen;11021;Hove (Antwerpen);11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;49;2.9079;0;2.9079;106291;0;106291;
Openbare gebouwen;Bebouwde percelen;11021;Hove (Antwerpen);11000;Arrondissement Antwerpen;10000;Provincie Antwerpen;2;0;1.9685;1.9685;0;11556;11556;
