Kracht (N);Uitrekking (mm)
41009.867;17.326
41009.133;17.328
41008.8;17.329
41007.867;17.33
41007.733;17.331
41008.067;17.333
41008.267;17.334
41007.933;17.335
41008.533;17.336
41008.533;17.338
41009.467;17.339
41010.133;17.34
41009.667;17.341
41009.867;17.342
41011.333;17.344
41011.867;17.345
41010.8;17.346
41011.8;17.348
41012.133;17.349
41010.6;17.35
41011.333;17.351
41011.667;17.353
41011.867;17.354
41011;17.355
41010.733;17.356
41011.333;17.358
41011.533;17.359
41012.533;17.36
41012.533;17.361
41012.733;17.363
41012.333;17.364
41011.267;17.365
41011.2;17.366
41010.8;17.368
41009.8;17.369
41009.467;17.37
41009.467;17.371
41009.6;17.373
41009.733;17.374
41008.667;17.375
41010.933;17.376
41010.533;17.378
41009.467;17.379
41010.267;17.38
41011.6;17.381
41012.4;17.383
41012.733;17.384
41012.667;17.385
41013.933;17.386
41013.867;17.388
41013.333;17.389
41013.2;17.39
41012.8;17.391
41013.2;17.393
41014.267;17.394
41015.667;17.395
41015.467;17.396
41016.267;17.398
41017.533;17.399
41018.067;17.4
41017.933;17.401
41017.6;17.403
41018.267;17.404
41017.733;17.405
41016.4;17.406
41016.4;17.407
41017.8;17.409
41017.8;17.41
41017.333;17.411
41016.733;17.412
41016.133;17.414
41015.333;17.415
41014.133;17.416
41014.533;17.418
41015;17.419
41016.267;17.42
41016.8;17.421
41017.667;17.423
41017.4;17.424
41016.333;17.425
41017.133;17.426
41016;17.427
41015.4;17.429
41015.8;17.43
41016.267;17.431
41016.4;17.432
41016.8;17.434
41016;17.435
41017.6;17.436
41016.867;17.438
41016.6;17.439
41017.467;17.44
41016.533;17.441
41016.333;17.443
41015.933;17.444
41017.8;17.445
41017.8;17.446
41018.267;17.448
41019;17.449
41019.4;17.45
41019.133;17.451
41017.6;17.453
41016.333;17.454
41017.667;17.455
41016.733;17.456
41016.333;17.458
41016.067;17.459
41016.8;17.46
41017;17.461
41016.333;17.463
41016.467;17.464
41016.533;17.465
41015.933;17.466
41015.533;17.468
41015.467;17.469
41015.2;17.47
41014;17.471
41014.2;17.473
41013.667;17.474
41012.133;17.475
41011.467;17.476
41010.6;17.477
41008.333;17.479
41008.4;17.48
41008.267;17.481
41007.8;17.483
41007.067;17.484
41006.933;17.485
41006.467;17.486
41006.2;17.488
41006.6;17.489
41006.933;17.49
41005.8;17.491
41004.8;17.492
41004.933;17.494
41004.467;17.495
41004.333;17.496
41003.8;17.498
41004.867;17.499
41005.733;17.5
41006.2;17.501
41006.467;17.502
41007.067;17.504
41007.733;17.505
41007.8;17.506
41008.6;17.508
41008.867;17.509
41009.4;17.51
41009.533;17.511
41009.067;17.513
41009.2;17.514
41010.2;17.515
41009.933;17.516
41010;17.518
41010.467;17.519
41011.8;17.52
41012.333;17.521
41013.133;17.523
41013.667;17.524
41014;17.525
41014.333;17.526
41015.667;17.528
41016.6;17.529
41015.4;17.53
41014.933;17.531
41013.8;17.533
41013.067;17.534
41012.533;17.535
41012.8;17.536
41013.4;17.538
41014.733;17.539
41014.6;17.54
41014.467;17.541
41013.8;17.543
41013.733;17.544
41014;17.545
41013.533;17.546
41013.133;17.548
41011.933;17.549
41011.2;17.55
41010.733;17.551
41009.8;17.553
41008.6;17.554
41008.933;17.555
41007.667;17.556
41007.467;17.558
41006.6;17.559
41005.933;17.56
41005.733;17.561
41007.333;17.562
41008.4;17.564
41007.267;17.565
41008.267;17.566
41008.6;17.567
41007.6;17.569
41006.733;17.57
41007.133;17.571
41008.667;17.573
41009.933;17.574
41009.133;17.575
41008.667;17.576
41008.067;17.578
41009.133;17.579
41009.067;17.58
41008.067;17.581
41008.467;17.583
41008.733;17.584
41008.533;17.585
41008.733;17.586
41007.6;17.588
41008.6;17.589
41008.333;17.59
41008.2;17.591
41007.467;17.593
41005.933;17.594
41005.4;17.595
41005.267;17.596
41005.2;17.598
41005.733;17.599
41005.2;17.6
41005.133;17.601
41004.333;17.603
41002.8;17.604
41002.267;17.605
41002.2;17.606
41003.533;17.608
41004.267;17.609
41004.333;17.61
41005.2;17.611
41004.4;17.613
41003.667;17.614
41004;17.615
41004.8;17.616
41005.133;17.618
41003.533;17.619
41003.6;17.62
41002.6;17.621
41002.067;17.622
41002.067;17.624
41001.133;17.625
40999.8;17.626
41000.133;17.627
40999.4;17.629
41000.667;17.63
41000;17.631
41000.133;17.633
41000.933;17.634
41001.667;17.635
41002.667;17.636
41003.667;17.637
41002;17.639
41001.267;17.64
41000.467;17.641
41000.6;17.642
41001;17.644
41003.667;17.645
41003.067;17.646
41002;17.648
41001;17.649
41002.067;17.65
41002.2;17.651
41001.933;17.652
41002.467;17.654
41001.667;17.655
41003.8;17.656
41003.333;17.658
41004;17.659
41003.933;17.66
41003.6;17.661
41004.4;17.663
41005.2;17.664
41003.6;17.665
41002.667;17.666
41001.133;17.668
41001.467;17.669
41001.867;17.67
41002.4;17.671
41001.533;17.673
41003.333;17.674
41002.2;17.675
41000.133;17.676
40999.8;17.678
41000.067;17.679
41000.4;17.68
41000.133;17.681
40999.933;17.683
40999.667;17.684
40999.8;17.685
41000;17.686
40998.467;17.688
40998.933;17.689
40998.533;17.69
40997.267;17.691
40996.267;17.693
40995.467;17.694
40995;17.695
40994.2;17.696
40994.067;17.698
40993.267;17.699
40992.2;17.7
40991.467;17.701
40991.667;17.703
40991;17.704
40991.533;17.705
40991.4;17.706
40991.333;17.708
40990.667;17.709
40990.067;17.71
40990.333;17.711
40989.933;17.713
40991.133;17.714
40991;17.715
40990.933;17.716
40992.4;17.718
40993.133;17.719
40992.8;17.72
40993.467;17.721
40993.8;17.723
40993.467;17.724
40992.867;17.725
40993.6;17.726
40994;17.728
40994.667;17.729
40994.4;17.73
40993.733;17.731
40992.733;17.733
40992.733;17.734
40993;17.735
40992.733;17.736
40992.267;17.738
40992.867;17.739
40992.267;17.74
40991;17.741
40990.4;17.743
40991.467;17.744
40992.067;17.745
40990.933;17.746
40989.733;17.748
40989.533;17.749
40989.333;17.75
40989.267;17.751
40989.667;17.753
40990.2;17.754
40989.6;17.755
40989.467;17.756
40989.2;17.758
40989.2;17.759
40988.6;17.76
40987.6;17.761
40987.867;17.763
40987.067;17.764
40986.467;17.765
40986.267;17.766
40985.667;17.768
40985.333;17.769
40985.467;17.77
40985.8;17.771
40985.267;17.773
40983.867;17.774
40983.133;17.775
40982.667;17.776
40982.133;17.777
40982.267;17.779
40982.133;17.78
40980.6;17.781
40979.933;17.783
40978.2;17.784
40977.667;17.785
40977.8;17.786
40977;17.788
40977.067;17.789
40977.533;17.79
40977.667;17.791
40977.533;17.793
40976.867;17.794
40977.533;17.795
40976.867;17.796
40976.8;17.798
40977.267;17.799
40978.6;17.8
40978.333;17.801
40978.267;17.802
40978.933;17.804
40978;17.805
40978.133;17.806
40978.467;17.808
40977.533;17.809
40976.933;17.81
40978.333;17.811
40977.6;17.813
40977.6;17.814
40978.533;17.815
40978.133;17.816
40978.133;17.818
40978.133;17.819
40978.4;17.82
40976.867;17.821
40975.6;17.823
40975.933;17.824
40976.4;17.825
40977;17.826
40976.733;17.828
40977.067;17.829
40977.6;17.83
40975.533;17.831
40974.8;17.833
40972.933;17.834
40972.2;17.835
40972.133;17.836
40971.133;17.838
40970.067;17.839
40969.333;17.84
40968.133;17.841
40967.133;17.843
40967.4;17.844
40966.267;17.845
40965.533;17.846
40965.4;17.848
40965.133;17.849
40963.733;17.85
40962.867;17.851
40962.333;17.853
40962.067;17.854
40960.933;17.855
40960;17.856
40959.133;17.858
40958.667;17.859
40957.933;17.86
40957.4;17.861
40957;17.863
40957.667;17.864
40957.2;17.865
40956.533;17.866
40956.933;17.867
40957.2;17.869
40957.2;17.87
40957.6;17.871
40957.133;17.873
40956.333;17.874
40956.867;17.875
40956.333;17.876
40955.533;17.878
40955.333;17.879
40956.067;17.88
40955.333;17.881
40955.133;17.883
40955.2;17.884
40954.133;17.885
40952.667;17.886
40951.667;17.888
40950.8;17.889
40949.8;17.89
40949;17.891
40948.533;17.893
40948.133;17.894
40946.333;17.895
40946.933;17.896
40946.867;17.898
40946.2;17.899
40945.333;17.9
40944.333;17.901
40942.733;17.903
40942.667;17.904
40942.067;17.905
40941.733;17.906
40943.067;17.908
40942.467;17.909
40942.6;17.91
40942.667;17.911
40942.8;17.913
40942.667;17.914
40942.6;17.915
40944.2;17.916
40945.467;17.918
40946.067;17.919
40946.6;17.92
40946.133;17.921
40946.467;17.923
40945.8;17.924
40946.467;17.925
40945.2;17.926
40944.067;17.928
40944.267;17.929
40943.867;17.93
40944.267;17.931
40944.133;17.933
40943.467;17.934
40942.733;17.935
40943.2;17.936
40941.133;17.938
40940.2;17.939
40939;17.94
40938;17.941
40936.733;17.943
40936.2;17.944
40935.067;17.945
40934.133;17.946
40932.867;17.948
40932.8;17.949
40931.467;17.95
40930.333;17.951
40930.733;17.953
40930.933;17.954
40930.333;17.955
40928.333;17.956
40928.867;17.958
40928.667;17.959
40928.467;17.96
40928.133;17.961
40928.6;17.963
40929.067;17.964
40928.267;17.965
40929;17.966
40929.2;17.968
40927.933;17.969
40927.867;17.97
40928.467;17.971
40928.133;17.973
40928.467;17.974
40929.2;17.975
40928.133;17.976
40927.267;17.978
40925.667;17.979
40923.8;17.98
40923.267;17.981
40922.333;17.983
40921.933;17.984
40920.933;17.985
40921.2;17.986
40920.933;17.988
40920.667;17.989
40920.2;17.99
40920.067;17.991
40918.6;17.993
40918;17.994
40916.933;17.995
40913.2;17.996
40911.467;17.998
40912.267;17.999
40911.867;18
40910;18.001
40909.733;18.003
40907.933;18.004
40907.6;18.005
40906.6;18.006
40906.4;18.008
40906.467;18.009
40907.533;18.01
40906.867;18.011
40906.6;18.013
40905.2;18.014
40904.933;18.015
40905.467;18.016
40903.2;18.018
40901.8;18.019
40901.6;18.02
40901.067;18.021
40899.333;18.023
40898.467;18.024
40898.333;18.025
40898.933;18.026
40899.267;18.028
40897.067;18.029
40895.467;18.03
40895.2;18.031
40893.8;18.033
40893.333;18.034
40892.733;18.035
40892.067;18.036
40890.267;18.038
40889.133;18.039
40887.933;18.04
40887.467;18.041
40886.733;18.043
40886.4;18.044
40883.733;18.045
40882.8;18.046
40882.667;18.048
40882.333;18.049
40881.2;18.05
40879.733;18.051
40878.867;18.053
40877.8;18.054
40877.4;18.055
40875.467;18.056
40875.4;18.058
40873.933;18.059
40874.333;18.06
40872.533;18.061
40871.6;18.063
40871.267;18.064
40870.333;18.065
40869.2;18.066
40867.733;18.068
40867.267;18.069
40866.933;18.07
40866.4;18.071
40864.2;18.073
40863.4;18.074
40863.467;18.075
40862.333;18.076
40861;18.078
40861;18.079
40859.733;18.08
40858.667;18.081
40858.133;18.083
40857.4;18.084
40855.667;18.085
40854.733;18.086
40854;18.088
40853.667;18.089
40852.6;18.09
40852.133;18.091
40852;18.093
40850.4;18.094
40849.867;18.095
40849.8;18.096
40849;18.098
40848.867;18.099
40847.733;18.1
40847.467;18.101
40846.6;18.103
40846.267;18.104
40844.867;18.105
40844.6;18.106
40844.133;18.108
40842.4;18.109
40841.2;18.11
40841;18.111
40840.4;18.113
40840.067;18.114
40838.467;18.115
40838.267;18.116
40837.4;18.118
40835.867;18.119
40835.067;18.12
40834;18.121
40833.4;18.123
40832.533;18.124
40831.533;18.125
40830.133;18.126
40828.6;18.128
40827.267;18.129
40826.2;18.13
40826.467;18.131
40825.533;18.133
40819.4;18.134
40818.4;18.135
40817.467;18.136
40816.6;18.138
40815.4;18.139
40815.667;18.14
40814.867;18.141
40813.4;18.142
40812.733;18.144
40811.867;18.145
40811.067;18.146
40810.933;18.148
40810.933;18.149
40810.733;18.15
40809.733;18.151
40809.467;18.153
40807.933;18.154
40806.333;18.155
40804.933;18.156
40804.467;18.158
40802.933;18.159
40803.067;18.16
40802.867;18.161
40802.267;18.163
40800.933;18.164
40799.6;18.165
40799.733;18.166
40804.267;18.168
40802.6;18.169
40801.267;18.17
40800.867;18.171
40799.333;18.173
40797.4;18.174
40796.133;18.175
40795.6;18.176
40794.6;18.178
40792.467;18.179
40792.333;18.18
40789.6;18.181
40788.4;18.183
40785.133;18.184
40783.8;18.185
40783.933;18.186
40782.533;18.188
40780.867;18.189
40780.267;18.19
40779.267;18.191
40778.4;18.193
40777.067;18.194
40775.6;18.195
40774.467;18.196
40772.867;18.198
40770.8;18.199
40769.533;18.2
40768.867;18.201
40767.867;18.203
40765.867;18.204
40765.333;18.205
40765.2;18.206
40764.133;18.208
40762.667;18.209
40761.2;18.21
40759.733;18.211
40758.8;18.212
40757.8;18.214
40756.267;18.215
40756.067;18.216
40755.6;18.218
40754.067;18.219
40754.067;18.22
40753.8;18.221
40754.2;18.223
40751.933;18.224
40750.333;18.225
40749.4;18.226
40747.733;18.228
40747.733;18.229
40746.667;18.23
40744.8;18.231
40744.8;18.233
40745.267;18.234
40744.267;18.235
40742.933;18.236
40742.333;18.238
40742;18.239
40740.333;18.24
40739.6;18.241
40739.667;18.243
40737.267;18.244
40736.467;18.245
40735.6;18.246
40732.533;18.248
40730.467;18.249
40729.333;18.25
40727.133;18.251
40726.133;18.253
40724.333;18.254
40723;18.255
40722;18.256
40721.067;18.258
40718.333;18.259
40716.333;18.26
40715.067;18.261
40712.533;18.263
40708.733;18.264
40706.733;18.265
40704;18.266
40700.4;18.268
40699.533;18.269
40698.667;18.27
40695.867;18.271
40693.133;18.273
40691.8;18.274
40691.8;18.275
40690.067;18.276
40689.133;18.278
40686.8;18.279
40685.2;18.28
40682.733;18.281
40680.8;18.283
40679.667;18.284
40676.533;18.285
40674.933;18.286
40672.467;18.288
40670.267;18.289
40669.467;18.29
40668.067;18.291
40667;18.293
40664.6;18.294
40663.467;18.295
40662.8;18.296
40662;18.297
40659.933;18.299
40657.8;18.3
40655.867;18.301
40653.667;18.303
40652.4;18.304
40652.333;18.305
40650.267;18.306
40648;18.308
40647.667;18.309
40644.6;18.31
40643.667;18.311
40641.533;18.313
40639.533;18.314
40638.933;18.315
40637.267;18.316
40635.733;18.318
40634.8;18.319
40633.4;18.32
40632;18.321
40630.333;18.323
40629.6;18.324
40628.667;18.325
40627.4;18.326
40625.133;18.328
40624.2;18.329
40622.6;18.33
40621.733;18.331
40620.467;18.333
40618.667;18.334
40617.067;18.335
40616.2;18.336
40613.133;18.338
40611.2;18.339
40609.933;18.34
40607.867;18.341
40607.067;18.343
40604.267;18.344
40601.933;18.345
40599.8;18.346
40598;18.348
40596.4;18.349
40594;18.35
40591.133;18.351
40589.6;18.353
40586.933;18.354
40584.867;18.355
40582.667;18.356
40580.933;18.358
40579.6;18.359
40576.267;18.36
40574.4;18.361
40573.8;18.363
40572;18.364
40569.333;18.365
40567.467;18.366
40564.933;18.367
40563.333;18.369
40561.8;18.37
40560.333;18.371
40559.733;18.373
40556.867;18.374
40555.733;18.375
40554.4;18.376
40552.733;18.378
40551;18.379
40549.133;18.38
40546.867;18.381
40545.867;18.383
40544.867;18.384
40543.6;18.385
40542;18.386
40540.933;18.388
40539.333;18.389
40536.267;18.39
40535;18.391
40533.667;18.393
40531.467;18.394
40527.4;18.395
40525.533;18.396
40524.733;18.398
40521.133;18.399
40518.667;18.4
40516.933;18.401
40515.533;18.403
40513.467;18.404
40511.533;18.405
40508.267;18.406
40506.133;18.408
40505;18.409
40502.133;18.41
40499.533;18.411
40498.133;18.413
40496.933;18.414
40494;18.415
40491.133;18.416
40490;18.418
40488.333;18.419
40487.067;18.42
40485.867;18.421
40484.267;18.423
40482.267;18.424
40479.4;18.425
40478.4;18.426
40474.8;18.428
40474.2;18.429
40472.867;18.43
40468.4;18.431
40467.067;18.433
40464.667;18.434
40461;18.435
40459.933;18.436
40458;18.438
40456.467;18.439
40453.333;18.44
40452.133;18.441
40450;18.443
40448.267;18.444
40447.867;18.445
40446.2;18.446
40444.933;18.448
40443.4;18.449
40441.067;18.45
40439.067;18.451
40436.467;18.453
40434.8;18.454
40433.6;18.455
40432.267;18.456
40430.6;18.458
40429.733;18.459
40426.8;18.46
40425.6;18.461
40425.333;18.463
40423.267;18.464
40421.2;18.465
40419.067;18.466
40417.4;18.468
40415.867;18.469
40415;18.47
40413.667;18.471
40410.8;18.473
40408.867;18.474
40405.667;18.475
40402.067;18.476
40399.6;18.478
40397.933;18.479
40396.067;18.48
40394.4;18.481
40392.933;18.483
40390.733;18.484
40387.8;18.485
40386.4;18.486
40383.867;18.488
40381.733;18.489
40379.8;18.49
40377.6;18.491
40373.4;18.493
40370.8;18.494
40369.133;18.495
40365.933;18.496
40362.533;18.498
40361.133;18.499
40357.533;18.5
40356.2;18.501
40354.333;18.503
40352.2;18.504
40349.067;18.505
40346.867;18.506
40345.667;18.508
40344.067;18.509
40341.867;18.51
40339.067;18.511
40335.067;18.513
40331.333;18.514
40329.467;18.515
40327.533;18.516
40326.333;18.518
40325.4;18.519
40324.067;18.52
40323.467;18.521
40322;18.523
40319.933;18.524
40319.2;18.525
40316.533;18.526
40315.6;18.528
40314.933;18.529
40312;18.53
40309.933;18.531
40307.533;18.533
40305.4;18.534
40303.733;18.535
40303.333;18.536
40300.8;18.538
40298.2;18.539
40294.8;18.54
40291.267;18.541
40289;18.543
40287.933;18.544
40285.333;18.545
40283.067;18.546
40281.8;18.548
40279.867;18.549
40276.4;18.55
40272.8;18.551
40269.4;18.553
40267.2;18.554
40264.133;18.555
40262.533;18.556
40260.267;18.558
40256.6;18.559
40254.4;18.56
40252;18.561
40249.933;18.563
40247.133;18.564
40244.333;18.565
40240.8;18.566
40237.867;18.568
40235.933;18.569
40232.933;18.57
40230.733;18.571
40228.467;18.573
40225.533;18.574
40222.6;18.575
40220.067;18.576
40217.467;18.578
40213.867;18.579
40211.333;18.58
40209.133;18.581
40205;18.582
40203.2;18.584
40200;18.585
40197.733;18.586
40194.867;18.587
40191.267;18.589
40189.667;18.59
40188.933;18.591
40186.867;18.593
40184.333;18.594
40182.867;18.595
40181.067;18.596
40178.067;18.598
40177.067;18.599
40174.533;18.6
40171.4;18.601
40168.8;18.602
40166.333;18.604
40164.6;18.605
40159.6;18.606
40156.933;18.608
40155.333;18.609
40152.333;18.61
40152.133;18.611
40150.333;18.613
40147.733;18.614
40145.533;18.615
40142.733;18.616
40139.8;18.618
40137;18.619
40133.6;18.62
40130.933;18.621
40126.867;18.623
40122.533;18.624
40120.067;18.625
40118.133;18.626
40115.6;18.628
40112.667;18.629
40109.133;18.63
40107;18.631
40104.6;18.633
40101.067;18.634
40099;18.635
40096.933;18.636
40093.933;18.638
40091.333;18.639
40089.4;18.64
40085.8;18.641
40080.267;18.643
40079;18.644
40076.2;18.645
40073.067;18.646
40069.6;18.648
40066.733;18.649
40064.267;18.65
40062.8;18.651
40060.667;18.653
40058.333;18.654
40055.867;18.655
40051.933;18.656
40047.867;18.658
40044.867;18.659
40042.6;18.66
40040.6;18.661
40038.2;18.663
40037.6;18.664
40037;18.665
40036;18.666
40032.6;18.668
40030;18.669
40028.267;18.67
40026.133;18.671
40023.933;18.673
40022.733;18.674
40019.867;18.675
40015.867;18.676
40013.4;18.678
40010.6;18.679
40008.6;18.68
40007.067;18.681
40004.2;18.683
40000.267;18.684
39998.333;18.685
39995.933;18.686
39993.733;18.688
39991.733;18.689
39987.733;18.69
39983.6;18.691
39979.733;18.693
39976.733;18.694
39972.8;18.695
39969.667;18.696
39967.8;18.698
39965.333;18.699
39961.4;18.7
39959.067;18.701
39957.467;18.703
39954.067;18.704
39950.4;18.705
39947.733;18.706
39944.8;18.708
39942.8;18.709
39941;18.71
39938.533;18.711
39934.133;18.713
39930.533;18.714
39927.667;18.715
39923.933;18.716
39921.467;18.718
39918.467;18.719
39915.533;18.72
39912.6;18.721
39909.6;18.723
39906.867;18.724
39903.933;18.725
39902.133;18.726
39899.133;18.727
39896.733;18.729
39894.467;18.73
39891.467;18.731
39888.133;18.733
39886.8;18.734
39884.533;18.735
39883.2;18.736
39880.8;18.737
39878.067;18.739
39875.8;18.74
39873.933;18.741
39872.467;18.743
39869.2;18.744
39867.4;18.745
39864.333;18.746
39861.6;18.747
39859.267;18.749
39857.533;18.75
39856.067;18.751
39852.533;18.753
39850.533;18.754
39847.267;18.755
39844.4;18.756
39840.533;18.758
39837.533;18.759
39833.067;18.76
39828.8;18.761
39826.8;18.763
39824.467;18.764
39820.067;18.765
39816.4;18.766
39811.667;18.768
39808.333;18.769
39804.467;18.77
39801.6;18.771
39798.333;18.773
39795.733;18.774
39791.533;18.775
39787.8;18.776
39785.333;18.778
39780.533;18.779
39777.4;18.78
39775;18.781
39770.733;18.783
39766.733;18.784
39762.8;18.785
39760.333;18.786
39756.867;18.788
39753.733;18.789
39752.133;18.79
39748;18.791
39745.067;18.793
39742.267;18.794
39736.933;18.795
39734.2;18.796
39731.733;18.797
39729.6;18.799
39727.733;18.8
39725.067;18.801
39722.933;18.802
39719.733;18.804
39717.733;18.805
39716.067;18.806
39713.133;18.808
39710.4;18.809
39706.533;18.81
39705.333;18.811
39701.067;18.813
39699.2;18.814
39696.933;18.815
39694.8;18.816
39692.4;18.818
39690.533;18.819
39687.467;18.82
39683.467;18.821
39681.133;18.823
39679.6;18.824
39677.4;18.825
39675.4;18.826
39671.733;18.828
39669;18.829
39665.267;18.83
39661.867;18.831
39659;18.833
39654.867;18.834
39651.133;18.835
39648.4;18.836
39644.867;18.838
39641.867;18.839
39639.667;18.84
39636.667;18.841
39633.933;18.843
39631;18.844
39628.333;18.845
39624.667;18.846
39620.933;18.848
39617.2;18.849
39613.733;18.85
39610.267;18.851
39607.133;18.853
39604.2;18.854
39600.733;18.855
39598.267;18.856
39594.733;18.858
39591;18.859
39589.333;18.86
39586.067;18.861
39582.067;18.863
39579.667;18.864
39578.133;18.865
39573.8;18.866
39570.067;18.867
39566.533;18.869
39562.667;18.87
39559.533;18.871
39556.067;18.873
39553.667;18.874
39551.267;18.875
39549.267;18.876
39547.4;18.878
39545.867;18.879
39543.667;18.88
39540.933;18.881
39538.933;18.883
39537.533;18.884
39534.8;18.885
39532.667;18.886
39531.133;18.887
39529.333;18.889
39525.733;18.89
39523.533;18.891
39520.6;18.892
39517.4;18.894
39515.067;18.895
39512;18.896
39510;18.898
39505.4;18.899
39502.333;18.9
39499.8;18.901
39495.733;18.903
39494.8;18.904
39491;18.905
39487.6;18.906
39481.533;18.908
39478.4;18.909
39474.6;18.91
39470.267;18.911
39467.133;18.913
39463.133;18.914
39459.667;18.915
39456.067;18.916
39451.933;18.918
39448.533;18.919
39443.8;18.92
39440.2;18.921
39437.8;18.923
39434.4;18.924
39430.933;18.925
39425.867;18.926
39421;18.928
39418.6;18.929
39414.533;18.93
39410.333;18.931
39406.067;18.933
39401.467;18.934
39398.467;18.935
39395.133;18.936
39390.8;18.938
39386.333;18.939
39384.8;18.94
39382.467;18.941
39379.467;18.943
39374.733;18.944
39371.133;18.945
39367.733;18.946
39363.867;18.948
39361.4;18.949
39359.2;18.95
39357.2;18.951
39355.4;18.953
39352.733;18.954
39350.933;18.955
39347.933;18.956
39344.867;18.958
39342.067;18.959
39340.2;18.96
39337.467;18.961
39334.867;18.963
39333.267;18.964
39330.467;18.965
39327.667;18.966
39325.733;18.968
39322.2;18.969
39319.933;18.97
39316.067;18.971
39312.6;18.973
39309.333;18.974
39306.133;18.975
39301.6;18.976
39298.733;18.978
39295;18.979
39292.4;18.98
39287.6;18.981
39283.2;18.983
39280.067;18.984
39277.333;18.985
39273.533;18.986
39270.933;18.988
39267;18.989
39265;18.99
39260.733;18.991
39256.067;18.993
39252.533;18.994
39248.533;18.995
39243.267;18.996
39240.267;18.998
39236.733;18.999
39232.733;19
39228.4;19.001
39225.2;19.003
39221.867;19.004
39218.267;19.005
39213.867;19.006
39210.933;19.008
39208.333;19.009
39205.467;19.01
39201.867;19.011
39199;19.012
39195.8;19.014
39192.2;19.015
39190.667;19.016
39186.2;19.017
39183.6;19.019
39181.067;19.02
39178.4;19.021
39175.733;19.023
39172;19.024
39169.667;19.025
39168.333;19.026
39165.667;19.028
39161.933;19.029
39160.333;19.03
39159.267;19.031
39156.733;19.033
39154.133;19.034
39152.333;19.035
39149.533;19.036
39147.867;19.038
39145.467;19.039
39141.467;19.04
39138.333;19.041
39136.333;19.043
39133.467;19.044
39129.733;19.045
39128.333;19.046
39124.8;19.048
39122.267;19.049
39119.2;19.05
39115.933;19.051
39112.933;19.053
39109.2;19.054
39105.8;19.055
39101.133;19.056
39097.333;19.058
39093.867;19.059
39090.067;19.06
39086.4;19.061
39081.133;19.063
39076.8;19.064
39074.6;19.065
39070.933;19.066
39067.133;19.068
39062.2;19.069
39059.2;19.07
39057;19.071
39053.467;19.073
39048.333;19.074
39045.867;19.075
39042.667;19.076
39038.333;19.078
39036.667;19.079
39032.933;19.08
39028.133;19.081
39024.6;19.083
39020.467;19.084
39017.133;19.085
39013.6;19.086
39010.4;19.088
39008.533;19.089
39006.133;19.09
39003.8;19.091
39000.2;19.093
38996.333;19.094
38993.8;19.095
38990.6;19.096
38987.333;19.098
38984.2;19.099
38979.267;19.1
38976.533;19.101
38972.867;19.102
38967.2;19.104
38965.067;19.105
38962.533;19.106
38960;19.108
38955.533;19.109
38952.667;19.11
38949.2;19.111
38945.8;19.113
38941.733;19.114
38939.2;19.115
38935.067;19.116
38931.6;19.118
38926.267;19.119
38923.067;19.12
38919.333;19.121
38914.4;19.123
38911.267;19.124
38908.733;19.125
38905.867;19.126
38902.533;19.128
38899.267;19.129
38897.067;19.13
38893.533;19.131
38890.133;19.133
38885.867;19.134
38882.2;19.135
38878.867;19.136
38873.6;19.138
38869;19.139
38864.467;19.14
38861.333;19.141
38856.867;19.143
38853.733;19.144
38851;19.145
38847.533;19.146
38844;19.148
38840.733;19.149
38838.067;19.15
38834;19.151
38830.2;19.153
38827.4;19.154
38824;19.155
38820.467;19.156
38816.933;19.158
38812.667;19.159
38809.133;19.16
38804.333;19.161
38801.2;19.163
38798.467;19.164
38794.733;19.165
38791.8;19.166
38788.533;19.168
38785.533;19.169
38781.6;19.17
38778.333;19.171
38776.467;19.173
38771.8;19.174
38767.933;19.175
38765.533;19.176
38762;19.178
38757.6;19.179
38754.6;19.18
38751.533;19.181
38747;19.183
38743.867;19.184
38741.533;19.185
38738.067;19.186
38735.267;19.188
38731.667;19.189
38727.867;19.19
38724.533;19.191
38720.8;19.193
38718.667;19.194
38714.2;19.195
38710.933;19.196
38708.6;19.198
38705.267;19.199
38700.733;19.2
38697.333;19.201
38694.933;19.203
38691.333;19.204
38688.533;19.205
38684.4;19.206
38680.867;19.208
38677;19.209
38673.133;19.21
38668.467;19.211
38665.8;19.213
38663;19.214
38660.467;19.215
38656.933;19.216
38653.4;19.218
38650.733;19.219
38645.067;19.22
38641.667;19.221
38636.133;19.223
38631.6;19.224
38627.933;19.225
38623.267;19.226
38620.467;19.228
38616.533;19.229
38612.8;19.23
38608.6;19.231
38605;19.233
38599.467;19.234
38594.667;19.235
38591.8;19.236
38588.067;19.238
38584.8;19.239
38581.733;19.24
38577.933;19.241
38574.467;19.243
38571.867;19.244
38567.867;19.245
38563.2;19.246
38560.667;19.248
38558.2;19.249
38555.133;19.25
38551.6;19.251
38549.533;19.253
38546.333;19.254
38544.6;19.255
38540.533;19.256
38536.8;19.258
38535.333;19.259
38531;19.26
38527.733;19.261
38523.533;19.263
38519.267;19.264
38516.2;19.265
38513.267;19.266
38510.533;19.268
38506.067;19.269
38503;19.27
38500.2;19.271
38495.867;19.273
38491.8;19.274
38487.2;19.275
38482.733;19.276
38479.467;19.278
38475.733;19.279
38472.067;19.28
38468.267;19.281
38462.467;19.283
38458.467;19.284
38455.733;19.285
38450.733;19.286
38446.467;19.288
38443.333;19.289
38439.733;19.29
38434.333;19.291
38430.6;19.293
38426.6;19.294
38423.2;19.295
38418.133;19.296
